quote,author,book,parPage,ID,tags,yellowParts,stars,favorite,dateinsert,original,fileUrl,vydal,folder,sourceUrl,
"„Nenechte se vtáhnout do situace, kdy se cítíte nepatřičně, cítíte se zklamaní a cítíte se v depresi, protože na vás někdo mluvil drsně nebo vám někdo řekl něco, co jste neradi slyšeli, nebo vám někdo něco udělal. vy – nebo cokoli jiného – to je důvod, proč se ve většině případů zdá, že pokud se někdo skutečně vyvinul do vysokého stavu, zdá se, že ho někdy potkají nejhorší podmínky.

A když vás postihnou nejhorší podmínky, je to požehnání v přestrojení. Znamená to, že rostete a všechny tyto věci k vám přicházejí, aby vám dokázaly a ukázaly, že takový nejste. A tak se obrátíte dovnitř a uvidíte pravdu, ztotožníte se s pravdou.""

~ Robert Adams (americký mystik Advaita 20. století)",Adams Robert,,,34,trapeni#zkouzky#pozehnani v prestrojeni#milost v prestrojeni#*,,,,2023-06-16.,,,,,fb:Rober Adams,
"JAK SE ZBAVIT VŠECH SVÝCH PROBLÉMŮ!

„Na této zemi není nikdo, kdo by to dělal
 cokoliv. Celý vesmír je „loutka“.
 ukázat'.

 Tančíme tanec Šivy!

 Myslíme si, že jsme něco důležitého,
 ... ale my opravdu nejsme nic, jak se zdáme!

Vaším úkolem je pozorovat a sledovat, vidět, co se děje, a „nereagovat“ na nic, co se děje, ale „zůstat odděleně od dění“.

To, co se děje, se děje s „i“ – to
'ego' - ne pro VÁS. VÁM se nikdy nic nemůže stát! Neboť vaší pravou přirozeností je Brahman, Absolutní Realita, Čisté Vědomí!

Vše, co opravdu musíte udělat, je vědět, kdo „JSTE“ – poznat své Já! - ne 'intelektuálně', ne 'fyzicky', ale 'vědomě'!

Když se uvidíte – „vědomě“ jako Boha, uvidíte celý vesmír – jako své Já! Všechno v celém tomto vesmíru se stane „TY“!

Takže vidíte, že na světě nejsou žádné skutečné problémy a není tu nic, co musíte VY překonat!

Není nic, proti čemu musíte bojovat!
Není nic, co byste museli dosáhnout!
... A není nic, čím se musíte 'stát'!

Jediné, co musíte udělat, je VIDĚT 'toto jasně;
... Aby se to stalo!

Stačí to vidět „jasně“!
Není zataženo – ale „jasně“!

Když to vidíte „jasně“,
staneš se tím, co VIDÍŠ!""

~ Robert Adams ~",Adams Robert,,,35,tanec Sivy#pozorovat#nereagovat#vuvej#nejsou problemy#*,,,,2023-06-16.,,,,,fb:Rober Adams,
"Nenechte se rušit událostmi v tomto světě. Neberte život tak vážně. Buď k službě lidstvu. Když vidíte lidi trpící, pomozte. Přijďte na pomoc bezdomovcům, chudým, nemocným. Když si uvědomíte, že je jen jeden, komu kromě sebe pomáháte?
Komu kromě sebe sloužíte, komu kromě sebe prospíváte? Buďte laskaví, milující, vše ostatní vezme samo. Ty jsi ten, ten svatý, ten mocný, ten pravý, ten milující.
Robert Adams 😊",Adams Robert,,,36,pomoc,,,,2023-06-16.,,,,,fb:Rober Adams,
"„Nenechte se vtáhnout do situace, kdy se cítíte nepatřičně, cítíte se zklamaní a cítíte se v depresi, protože na vás někdo mluvil drsně nebo vám někdo řekl něco, co jste neradi slyšeli, nebo vám někdo něco udělal. vy – nebo cokoli jiného – to je důvod, proč se ve většině případů zdá, že pokud se někdo skutečně vyvinul do vysokého stavu, zdá se, že ho někdy potkají nejhorší podmínky.

A když vás postihnou nejhorší podmínky, je to požehnání v přestrojení. Znamená to, že rostete a všechny tyto věci k vám přicházejí, aby vám dokázaly a ukázaly, že takový nejste. A tak se obrátíte dovnitř a uvidíte pravdu, ztotožníte se s pravdou.""

~ Robert Adams (americký mystik Advaita 20. století)",Adams Robert,,,37,pozehnani v prestrojeni#zkouzky#nalady#prijmat,,,,2023-06-17.,,,,,fb:Rober Adams,
"Svoboda
=========
Když jste si vědomi toho, že jste Vědomí, pak jste všude a jste vším.
Když si uvědomíte, že jste vším, stanete se pánem všeho. Když se stanete pánem všeho, můžete dělat, co chcete.

To, co jsem právě řekl, vám nedává oprávnění jít a dělat, co chcete, a dělat ze sebe hlupáka nebo ubližovat jiným lidem.
Vzpomeňte si, jak to chodí. Když se probudíte do skutečnosti, že jste Absolutní Realita, že jste Čistým Vědomím, že
jste Vědomí, pak se stanete vším. Když si uvědomíte, že jste vším, stanete se pánem všeho. Potom, až budete pánem všeho, můžete dělat, co chcete.

Nejprve se musíte probudit k sobě. Musíte pochopit svou pravou povahu, svou swarupu. Musíte si uvědomit, kdo jste. Když pochopíte, že jste
Vědomí, pak pochopíte, že jste vším. Neboť Vědomí není omezeno na vás samotné, vaše osobní
já. Vědomí je všeprostupující, všudypřítomnost. Proto víš, že jsi všechno. Vy jste planety, vy jste
stromy, listí, štěnice, švábi, ty jsi všechno. Celý vesmír jsi ty. Když celý vesmír jsi ty, pak jsi samozřejmě pánem všeho. A pak můžete dělat, co chcete.

Ale paradoxem je, že když se stanete tímto stavem, nemusíte nic dělat. Není absolutně nic, co bys chtěl
dělat, neboť ty jsi všechno. Když si uvědomíš, že jsi všechno, co máš dělat? Je to pouze tehdy, když jste omezeni na
vaše tělo, nebo když věříte, že jste tělo samo, pak chcete dělat věci, chcete dosáhnout věcí, stát se věcmi. Když si uvědomíte, že jste Všudypřítomné Vědomí, už těmi věcmi jste. Jsi vším ve vesmíru. Vy jste vesmír. Celý vesmír emanuje z vašeho Já. Vy se pak stanete Bohem a všichni bohové a bohyně k vám přijdou se sepjatýma rukama. Neboť jste se tím stali.

Tak si pamatuj, že ti nedám licenci
dělat věci jako lidská bytost. Jako lidská bytost se musíte chovat slušně, být soucitní, milující, laskaví, nápomocní druhým. Ale jako Vědomí jste se stali jinými. Stali jste se ztělesněním soucitu, milující laskavosti, blaženosti.

V důsledku toho není co dělat. Sledujete tento myšlenkový pochod? Pokud jsi všechno, co máš dělat?
Vše se již dělá a udělalo.
Takže zůstaň v klidu.

~ TICHO SRDCE
Vydání z roku 1999
Dialog s Robertem Adamsem
# T. 161 @ Vědomí - 11. června 1992",Adams Robert,,,38,jsem To#slusnost,,,,2023-06-17.,,,,,fb:Rober Adams,
"Svět je jako školka. Pokud jdete do třídy mateřské školy a sledujete všechny děti, jak si hrají – některé házejí plivátky, některé se tahají za vlasy, některé kreslí Ježíška na papír, některé křičí, jiné se smějí, některé pláčou – jsou všichni dělají věci ze školky a vy se jen usmíváte, protože si uvědomíte, že „nepatřím sem, nejsem ve školce“. Přesto oceníte všechny malé děti, které jsou, protože si uvědomíte, že vyrostou a jednou budou jako vy.

Tak je to i se životem. Když se začnete probouzet, věci tohoto světa ztratí smysl, a přesto jste stále aktivní jako tělo. Tělo si dělá svou práci, funguje nebo nefunguje, jede nebo sedí, dělá, co má. Ale to s vámi nemá nic společného. Opět, vy nejste tělo, nejste konatel. Ale práce bude pokračovat. A vaše tělo bude vypadat, že dělá, co má dělat. Přesto se již s tělem neztotožňujete. Vy jste realita. Jste mír. Ty jsi láska. Jsi radost. Jste štěstí. A budete to projevovat ve svém každodenním životě. Svět vás už nikdy neoklame.

Robert Adams",Adams Robert,,,39,nejsem telo#nejsem konatel#laskavost#**,,,,2023-06-17.,,,,,fb:Rober Adams,
"""Všichni stále hledají slova. Slova jsou bezvýznamná. Když posloucháš slova, opravdu si bereš sílu. Máš všechny odpovědi. Stačí, abys ztichl dostatečně dlouho a všechno se ukáže."" tobě.""
~ Robert Adams",Adams Robert,,,40,slova#ticho,,,,2023-06-17.,,,,,fb:Rober Adams,
"Není ve vás nikdo, kdo potřebuje být šťastný. Není ve vás nikdo, kdo by potřeboval být nešťastný. Oba jsou podvodníci. Takže pokaždé, když se pokoušíte vyměnit negativní podmiňování za pozitivní, vyvoláváte konflikt. To je důvod, proč psychologie a psychiatrie nefunguje. Protože se vás snaží udělat normálním.
Kdo chce být normální? Jak nudné.
Robert Adams 😊😁
",Adams Robert,,,41,normalni#standardy#vzorce,,,,2023-06-17.,,,,,fb:Rober Adams,
"""Kdo jsem?""
Neexistuje žádná odpověď na otázku ""Kdo jsem?"" Když se dostanete k odpovědi, bude tu prázdnota, prázdnota. Budete z nenarozených. Ale není to prázdnota, jak si myslíš. Není to prázdnota, jak si myslíte. Pro nedostatek lepšího slova to můžete nazvat zbožnost, nirvána, satchit-ánanda, vědomí blaženosti, absolutní realita. Nezáleží na tom, jaké jméno mu dáte. Staneš se tím a nebude žádné vysvětlení. Prostě se tím stanete a pocítíte hluboký mír, který jste nikdy předtím necítili. Pocítíte blaženost, která je bez výhrad. Pokusíte se to vysvětlit sobě a svým přátelům, ale nemůžete, protože konečný nemůže pochopit nekonečno. Nejsou žádná slova.

~Robert Adams ~",Adams Robert,,,42,prazdnota#nicota#blazenost#mir#kdo jsem#*,,,,2023-06-18.,,,,,fb:Rober Adams,
"""Kdybyste se právě teď vzdal svého těla, byla by to ta nejúžasnější věc, jakou byste kdy mohli udělat... protože pak zažijete svobodu, kterou hledáte.""

~ Robert Adams (americký mystik Advaita 20. století)",Adams Robert,,,43,nejsem telo,,,,2023-06-18.,,,,,fb:Rober Adams,
"Jestli chceš osvobození, musíš zaplatit cenu,
a cena se vzdává, vzdává se všeho, vzdává se,
s dokonalou vírou, že je vše v pořádku. Nesnažím se
interpretovat, co znamená „všechno je v pořádku“. Stačí si to uvědomit
vše je na svém místě, přesně tak, jak to je. To je
to. Neinterpretujte to. Chyby tam nejsou.
~Robert Adams",Adams Robert,,,44,vzdej to#vse ok#**#dokonala vira,,,,2023-06-18.,,,,,fb:Rober Adams,
"Všechna tato slova, 'seberealizace', 'osvícení', 'uvědomění', jsou jen slova. Prostě se probudíš ze snu. Právě teď cítíte své tělo. Cítíte své emoce. Cítíš bolest. Cítíš se zraněný. Cítíte, že se v tomto světě dějí nejrůznější věci. Díváte se na televizi, díváte se na zprávy a rozčilujete se, všechny ty hrozné věci, tyhle ohavné věci, které se dějí v tomto světě, ale když se probudíte, všechny tyto pocity jsou pryč. Uvědomíte si iluzi, sen a už to nejste.

Robert Adams",Adams Robert,,,45,probuzeni ze snu#rozcilovani,,,,2023-06-18.,,,,,fb:Rober Adams,
"Vaše mysl vám řekne, jděte někam jinam, jděte dělat toto a jděte tamto, pokračujte v hledání, pokračujte v hledání. Nikdy vám neřekne, že nemáte co hledat. Nikdy vám neřekne, že nemáte co dělat. Nikdy vám to neřekne, buďte sami sebou, probuďte se. Provede vás všemi druhy zkoušek a soužení. Dokonce vás to přiměje věřit, že čím více trpíte, tím větší je hodnota. Ale pokud jste moudří, budete jednoduše pozorovat a sledovat, jak vám vaše mysl říká všechny tyto věci.
Nebudete bojovat, protože vaše mysl vždy zvítězí. Jednoduše rozpustíte svou mysl pozorováním, tím, že se stanete svědky, nebo se zeptáte, „ke komu tyto myšlenky přicházejí? A mysl bude slábnout. Ale bude s vámi opravdu bojovat. Způsobí to, že budete v tomto světě pozorovat mnoho podlých věcí a možná i nějaké otřesy ve vašem životě. Abys věřil své mysli a její síle.
Myslím, že to měl Ježíš na mysli, když řekl: ""Dej mi za hlavu, Satane!"" Jinými slovy, jeho mysl se mu snažila říct, že věci jsou špatně, ztrácíš čas. Tak pojmenoval svou mysl Satan. A řekl mu: ""Neobtěžuj mě, nevymýšlej všechny tyhle věci: Nevěřím ti, jsi lhář.""
To je přesně to, co musíte udělat. Ať nám mysl ukáže to nejhorší. Dovolte egu, ať si dělá, co chce. Ale buďte pozorovatelem, svědkem. Držte se pevně „já“. A následujte nit I k srdci.
A začnete se smát, protože dojdete k závěru, nikdy neexistovala mysl, nikdy nebylo já, nikdy nebylo ego, nikdy nebyly problémy, nikdy nebyl svět, nikdy nebyl osobní Bůh , nikdy nebyla karma, neexistuje nic takového jako osvícení, neexistuje nic takového jako probuzení.
To už jsi. Budiž.
Robert Adams 😊😘",Adams Robert,,,46,triky#nebojujte s koncepty#Pouze to pozorujte#**#***#rozpusteni#podle#zkouzky#smat#osobni Buh#karma#jezis,,,,2023-06-18.,,,,,fb:Rober Adams,
"Musíte se naučit nechat lidi na pokoji, nechat svět na pokoji a neodsuzovat. Říkáte si: ""Tak tenhle člověk dělá tohle, ten dělá tamto."" Tato osoba jste vy! Tato osoba od vás není oddělená. Když uslyšíte o bankovním lupiči, uslyšíte o vrahovi, uslyšíte o nelidskosti člověka vůči člověku, chcete být pobouřeni, ale dokud studujete Advaitu a jdete touto cestou, budete muset pochopit, že není se na koho zlobit. Není nad čím se rozčilovat. To všechno jsi ty sám. Existuje pouze jedno Já a tím Já jste vy. Vy jste tím Já. Z tebe vychází všichni a všechno. Takže začínáš být pro sebe pobuřující. To mi přijde velmi vtipné, když vidím lidi, jak se na lidi zlobí, ubližují lidem, ubližují sami sobě. Vrací se ti to. Vrací se to různými způsoby, zvláštními způsoby, ale vždy se vám to vrátí. Pak řekneš: ""No, chceš říct, že mám být rohožka a nechat lidi chodit po mně?"" Naopak, to se vám nikdy nestane, pokud jste ve správném vědomí. Pokud jste ve správném vědomí, lidé po vás vůbec nebudou chodit. Lidé vás nechají na pokoji. Když pochopíte, že jste to jediné Já, kdo vám může ublížit? Ale přemýšlejte o tom, jak se v tomto světě pletete tím, že věříte, že situace jsou skutečné. Myslete na svůj život právě dnes od chvíle, kdy jste vstali z postele. Kolik věcí vás vytočilo k hněvu, nenávisti, disharmonii? Je to tvoje chyba, vždycky je to tvoje chyba. Moudří studenti Advaity nikdy nereagují na nikoho a na nic. Ale když je ve hře vaše ego, pak si řeknete: ""Takhle o mně nemůžou mluvit. Tohle mi nemůžou udělat, ukážu jim to. Vyrovnám se. I ""Udělám to a udělám tamto.""

Komu ubližujete kromě sebe, protože věříte, že jste tělo procházející zkušenostmi, a to je lež. Nejste tělo a neprocházíte žádnými zkušenostmi. Vy jste Brahman. Jste všeprostupující. Nejste tělo, které se jeví jako tělo, které je spoutané, jste bezmezné vědomí. Kdykoli soudíte, znovu nikdy nemůžete získat správný obrázek. Znovu použiji příklad klíčové dírky. Podíváte se klíčovou dírkou a uvidíte čtyři lidi, kteří spolu bojují s noži a kyji, jak se sakra mlátí. A ty se díváš klíčovou dírkou a říkáš si: ""Páni, to je strašné. To je hrozné, podívej, co se děje, ubíjí se k smrti. Musím něco udělat, abych to zastavil."" Takže otevřete dveře a divíte se, že už se nedíváte klíčovou dírkou, vidíte celý obrázek. Vidíte tyto lidi na pódiu a vidíte publikum složené z milionů lidí a oni to předvádějí. Není to skutečné. Všechno je to hra. Je to hra vědomí, je to leela a vy jste ohromeni. Nyní publikum představuje vědomí. Hráči na pódiu představují ego. Ego vždy bojuje, vždy se zlobí, vždy se snaží vyrovnat. Myslí jen na mě já já já já. Zatímco nekonečno leží ve sladkém odpočinku, usmívá se, pozoruje, sleduje, nic nedělá. Pak si všimnete, že hra skončila a lidé, kteří bojovali, jdou dolů k publiku a stanou se součástí publika. Překonali, překonali, jsou součástí vědomí a jejich místo zaujímají noví hráči. Nyní je na scéně válka. Jako válka v Bhagavad-Gítě nebo jako občanská válka.

Národ proti národu lidé se zabíjejí, všude je krev, ale nyní můžete vidět celý obraz a nejste rušeni, protože po chvíli všichni hráči slezou z pódia a připojí se k publiku a stávají se součástí vědomí. Pak se na sebe znovu podíváte a vidíte, že tam nic není, už tu není publikum, není tu pódium, nejsou žádní hráči, je tu absolutní blaženost. Všechno se změnilo v blaženost, v radost, ve štěstí. Takže vidíte, že všechny vaše úsudky byly špatné. Pamatujte si, že jste byli od dětství naprogramováni tak, abyste věřili, že určité věci jsou dobré a některé špatné, tohle je ten způsob a to je ten způsob, ale stejně nic není, všechno prostě je a vaše programování vás rozčiluje, vaše programování způsobuje cítíte, že je něco špatně, že musíte podniknout nějaké kroky, abyste někomu něco udělali. Tohle všechno je lež.

––❤️🌷 Robert Adams, T222: Uncreate the Universe!",Adams Robert,,,47,nechat lidi#neodsuzovat#rohozka#Jedno#sen vazne#situace skutecne?#reakce#nejsem telo#neprochazim zkusenostmi#hra#lila#ego bojuje#klidne pozorovani#klicova dirka#jeviste a publikum#dobre spatne#naprogramovani#musite podniknout?#aktivismus#lez#iluse#***,,,,2023-06-18.,,,,,fb:Rober Adams,
